PropertyPath;ElementID;ElementName;ElementAdmin;AssociateElementID;CategoryID;Unit;LowerLimit;UpperLimit;ReadMaskingLevel;WriteMaskingLevel;Description;VID
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[20].OverrideOCRType;20000323;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[20].OverrideWaferType;20000321;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[21].IsOverrideEnable;20000326;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[21].Label;20000325;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[21].OverrideOCRDirection;20000330;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[21].OverrideOCRMode;20000328;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[21].OverrideOCRType;20000329;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[21].OverrideWaferType;20000327;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[22].IsOverrideEnable;20000332;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[22].Label;20000331;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[22].OverrideOCRDirection;20000336;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[22].OverrideOCRMode;20000334;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[22].OverrideOCRType;20000335;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[22].OverrideWaferType;20000333;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[23].IsOverrideEnable;20000338;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[23].Label;20000337;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[23].OverrideOCRDirection;20000342;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[23].OverrideOCRMode;20000340;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[23].OverrideOCRType;20000341;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[23].OverrideWaferType;20000339;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[24].IsOverrideEnable;20000344;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[24].Label;20000343;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[24].OverrideOCRDirection;20000348;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[24].OverrideOCRMode;20000346;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[24].OverrideOCRType;20000347;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[24].OverrideWaferType;20000345;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[3].IsOverrideEnable;20000218;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[3].Label;20000217;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[3].OverrideOCRDirection;20000222;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[3].OverrideOCRMode;20000220;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[3].OverrideOCRType;20000221;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[3].OverrideWaferType;20000219;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[4].IsOverrideEnable;20000224;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[4].Label;20000223;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[4].OverrideOCRDirection;20000228;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[4].OverrideOCRMode;20000226;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[4].OverrideOCRType;20000227;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[4].OverrideWaferType;20000225;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[5].IsOverrideEnable;20000230;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[5].Label;20000229;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[5].OverrideOCRDirection;20000234;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[5].OverrideOCRMode;20000232;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[5].OverrideOCRType;20000233;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[5].OverrideWaferType;20000231;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[6].IsOverrideEnable;20000236;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[6].Label;20000235;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[6].OverrideOCRDirection;20000240;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[6].OverrideOCRMode;20000238;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[6].OverrideOCRType;20000239;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[6].OverrideWaferType;20000237;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[7].IsOverrideEnable;20000242;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[7].Label;20000241;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[7].OverrideOCRDirection;20000246;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[7].OverrideOCRMode;20000244;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[7].OverrideOCRType;20000245;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[7].OverrideWaferType;20000243;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[8].IsOverrideEnable;20000248;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[8].Label;20000247;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[8].OverrideOCRDirection;20000252;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[8].OverrideOCRMode;20000250;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[8].OverrideOCRType;20000251;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[8].OverrideWaferType;20000249;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[9].IsOverrideEnable;20000254;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[9].Label;20000253;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[9].OverrideOCRDirection;20000258;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[9].OverrideOCRMode;20000256;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[9].OverrideOCRType;20000257;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotDevice[9].OverrideWaferType;20000255;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].SlotSize;20000177;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[1].WaferThickness;20000178;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].AllocateDeviceInfo.ChuckNotchAngle;20000364;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].AllocateDeviceInfo.DeviceName;20001212;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].AllocateDeviceInfo.ID;20000353;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].AllocateDeviceInfo.NotchAngle;20000362;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].AllocateDeviceInfo.OCR;20000365;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].AllocateDeviceInfo.OCRDirection;20000361;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].AllocateDeviceInfo.OCRMode;20000360;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].AllocateDeviceInfo.OCRReadScore;20000366;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].AllocateDeviceInfo.OCRType;20000359;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].AllocateDeviceInfo.OverrideLoadNotchAngleOption.Angle;20000368;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].AllocateDeviceInfo.OverrideLoadNotchAngleOption.IsEnable;20000367;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].AllocateDeviceInfo.OverrideOCRDeviceOption.IsEnable;20000369;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].AllocateDeviceInfo.OverrideOCROption.IsEnable;20000370;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].AllocateDeviceInfo.OverrideOCROption.IsPerform;20000371;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].AllocateDeviceInfo.ProbeCardID;20000355;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].AllocateDeviceInfo.Size;20000357;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].AllocateDeviceInfo.SlotNotchAngle;20000363;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].AllocateDeviceInfo.Type;20000356;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].AllocateDeviceInfo.WaferType;20000358;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].Label;20000349;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].LoadingNotchAngle;20000352;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].SlotDevice[0].IsOverrideEnable;20000373;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].SlotDevice[0].Label;20000372;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].SlotDevice[0].OverrideOCRDirection;20000377;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].SlotDevice[0].OverrideOCRMode;20000375;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].SlotDevice[0].OverrideOCRType;20000376;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].SlotDevice[0].OverrideWaferType;20000374;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].SlotDevice[1].IsOverrideEnable;20000379;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].SlotDevice[1].Label;20000378;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].SlotDevice[1].OverrideOCRDirection;20000383;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].SlotDevice[1].OverrideOCRMode;20000381;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].SlotDevice[1].OverrideOCRType;20000382;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].SlotDevice[1].OverrideWaferType;20000380;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].SlotDevice[10].IsOverrideEnable;20000433;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].SlotDevice[10].Label;20000432;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].SlotDevice[10].OverrideOCRDirection;20000437;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].SlotDevice[10].OverrideOCRMode;20000435;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].SlotDevice[10].OverrideOCRType;20000436;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].SlotDevice[10].OverrideWaferType;20000434;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].SlotDevice[11].IsOverrideEnable;20000439;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].SlotDevice[11].Label;20000438;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].SlotDevice[11].OverrideOCRDirection;20000443;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].SlotDevice[11].OverrideOCRMode;20000441;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].SlotDevice[11].OverrideOCRType;20000442;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].SlotDevice[11].OverrideWaferType;20000440;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].SlotDevice[12].IsOverrideEnable;20000445;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].SlotDevice[12].Label;20000444;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].SlotDevice[12].OverrideOCRDirection;20000449;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].SlotDevice[12].OverrideOCRMode;20000447;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].SlotDevice[12].OverrideOCRType;20000448;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].SlotDevice[12].OverrideWaferType;20000446;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].SlotDevice[13].IsOverrideEnable;20000451;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].SlotDevice[13].Label;20000450;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].SlotDevice[13].OverrideOCRDirection;20000455;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].SlotDevice[13].OverrideOCRMode;20000453;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].SlotDevice[13].OverrideOCRType;20000454;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].SlotDevice[13].OverrideWaferType;20000452;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].SlotDevice[14].IsOverrideEnable;20000457;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].SlotDevice[14].Label;20000456;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].SlotDevice[14].OverrideOCRDirection;20000461;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].SlotDevice[14].OverrideOCRMode;20000459;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].SlotDevice[14].OverrideOCRType;20000460;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].SlotDevice[14].OverrideWaferType;20000458;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].SlotDevice[15].IsOverrideEnable;20000463;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].SlotDevice[15].Label;20000462;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].SlotDevice[15].OverrideOCRDirection;20000467;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].SlotDevice[15].OverrideOCRMode;20000465;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].SlotDevice[15].OverrideOCRType;20000466;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].SlotDevice[15].OverrideWaferType;20000464;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].SlotDevice[16].IsOverrideEnable;20000469;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].SlotDevice[16].Label;20000468;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].SlotDevice[16].OverrideOCRDirection;20000473;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
LoaderModule.LoaderDeviceParameter.CassetteDevice[2].SlotDevice[16].OverrideOCRMode;20000471;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;0
